V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
118773,0,0,,,,,,,,,,,,,,,5,3,0,406384,0,406384,,48270,,,0,0,0,TIER 3,0
118774,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,54685,,,0,0,0,TIER 2,0
118775,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,39400,,,0,0,0,TIER 2,0
118776,0,0,,,,,,,,,,,,,,,34,33,1,15000,0,15000,,52000,,12,0,0,0,TIER 4,0
118777,0,0,,,,,,,,,,,,,,,3,1,1,,0,,,56800,,16,0,0,0,TIER 4,0
118778,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,59000,,,1,0,0,TIER 1,0
118779,0,1,,,,,,,,,,,,,,,8,1,2,50000,0,,23322,33050,,29,0,0,0,TIER 1,0
118780,0,0,,,,,,,,,,,,,,,10,10,0,,0,,,32200,,,0,0,0,TIER 4,0
118781,0,0,,,,,,,,,,,,,,,6,6,0,867404,0,867404,,40900,,,0,0,0,TIER 2,0
118782,0,0,,,,,,,,,,,,,,,4,1,2,370000,0,,412380,43900,29,,0,0,0,TIER 1,0
118783,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 3,0
118784,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,54300,,,0,0,0,TIER 4,0
118785,0,3,,,,,,,,,,,,,,,1,1,0,,0,,,30000,,,0,0,0,TIER 2,0
118786,0,0,,,,,,,,,,,,,,,3,1,1,200000,0,,,38900,,12,0,0,0,TIER 1,0
118787,1,0,,,,,,,,,,,,,,,2,1,1,185000,0,,185000,43500,33,,0,0,0,TIER 3,0
118788,0,0,,,,,,,,,,,,,,,6,1,5,170000,0,,250689,51000,33,100,0,0,0,TIER 1,0
118789,0,0,,,,,,,,,,,,,,,7,2,0,,0,,,44000,,,0,0,0,TIER 3,0
118790,0,1,,,,,,,,,,,,,,,3,1,1,500000,0,,500000,51340,19,,5,5,2,TIER 2,0
118791,0,0,,,,,,,,,,,,,,,7,7,0,32800,0,32800,,32800,,,0,0,0,TIER 3,0
118792,0,0,,,,,,,,,,,,,,,2,2,0,37900,0,37900,,37900,,,6,6,3,TIER 2,0
118793,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,47918,,,0,0,0,TIER 2,0
118794,0,0,,,,,,,,,,,,,,,5,3,0,,0,,,34800,,,0,0,0,TIER 4,0
118795,0,0,,,,,,,,,,,,,,,4,4,0,40000,0,40000,,40000,,,0,0,0,TIER 4,0
118796,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,33000,,,0,0,0,TIER 3,0
118797,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,20000,,,0,0,0,TIER 4,0
118798,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,29000,,,0,0,0,TIER 4,0
118799,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,40450,,,0,0,0,TIER 4,0
118800,0,0,,,,,,,,,,,,,,,14,5,0,350000,0,382000,,30000,,,0,0,0,TIER 4,0
118801,0,0,,,,,,,,,,,,,,,13,7,0,1000000,0,1400000,,32500,,,3,3,0,TIER 4,0
118802,0,1,,,,,,,,,,,,,,,2,2,0,,0,,,32900,,,0,0,0,TIER 4,0
118803,0,0,,,,,,,,,,,,,,,2,1,0,2000,0,,,35450,,,0,0,0,TIER 2,0
118804,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,37900,,,0,0,0,TIER 4,0
118805,0,0,,,,,,,,,,,,,,,4,3,1,300000,0,,300000,30000,,,1,0,0,TIER 4,0
118806,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,32000,,,0,0,0,TIER 3,0
118807,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,36000,,,0,0,0,TIER 1,0
118808,0,0,,,,,,,,,,,,,,,2,2,0,83000,0,83000,,43900,,,0,0,0,TIER 4,0
118809,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,21900,,,0,0,0,TIER 3,0
118810,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,39322,,,0,0,0,TIER 4,0
118811,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 4,0
118812,0,0,,,,,,,,,,,,,,,3,3,0,46000,0,81000,,46000,,,0,0,0,TIER 3,0
118813,0,0,,,,,,,,,,,,,,,2,2,0,46486,0,46486,,51340,,,0,0,0,TIER 3,0
118814,0,0,,,,,,,,,,,,,,,20,1,0,58000,0,,,39050,,,0,0,0,TIER 3,0
118815,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,34350,,,0,0,0,TIER 4,0
118816,0,0,,,,,,,,,,,,,,,18,1,0,100000,0,,,51000,,,0,0,0,TIER 4,0
118817,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,41600,,,0,0,0,TIER 3,0
118818,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,19720,,,0,0,0,TIER 4,0
118819,0,0,,,,,,,,,,,,,,,17,15,0,,0,,,54500,,,0,0,0,TIER 4,0
118820,0,2,,,,,,,,,,,,,,,6,1,1,112000,0,,42900,33900,,,6,6,3,TIER 4,0
118821,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,47200,,,0,0,0,TIER 3,0
118822,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,29500,,,1,0,0,TIER 3,1
118823,0,0,,,,,,,,,,,,,,,3,3,0,,0,,,29340,,,0,0,0,TIER 3,0
118824,0,1,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 3,0
118825,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 1,0
118826,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 4,0
118827,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 3,0
118828,0,1,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 3,0
118829,0,1,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 3,0
118830,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 4,0
118831,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 1,0
118832,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 3,0
118833,0,0,,,,,,,,,,,,,,,4,4,0,200000,0,200000,,41000,,,0,0,0,TIER 4,0
118834,0,0,,,,,,,,,,,,,,,2,2,0,60000,0,60000,,60000,,,0,0,0,TIER 2,0
118835,0,0,,,,,,,,,,,,,,,2,1,1,7599,0,,7599,62000,,4,0,0,0,TIER 4,0
118836,0,0,,,,,,,,,,,,,,,2,2,0,,0,,,49000,,,0,0,0,TIER 4,0
118837,0,2,,,,,,,,,,,,,,,1,1,0,,0,,,50000,,,0,0,0,TIER 4,0
118838,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 4,0
118839,0,0,,,,,,,,,,,,,,,16,3,13,4240000,0,6310000,1310877,35000,19,37,0,0,0,TIER 1,0
118840,0,0,,,,,,,,,,,,,,,6,6,0,,0,,,34493,,,0,0,0,TIER 1,0
118841,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 4,0
118842,0,0,,,,,,,,,,,,,,,2,1,0,,0,,,42040,,,0,0,0,TIER 1,0
118843,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,32160,,,0,0,0,TIER 1,0
118844,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 1,0
118845,0,0,,,,,,,,,,,,,,,7,7,0,,0,,,51224,,,7,4,2,TIER 1,0
118846,0,0,,,,,,,,,,,,,,,3,3,0,46940,0,46940,,46940,,,0,0,0,TIER 4,0
118847,0,0,,,,,,,,,,,,,,,3,3,0,,0,,,53000,,,0,0,0,TIER 1,0
118848,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,50300,,,0,0,0,TIER 1,0
118849,0,0,,,,,,,,,,,,,,,14,2,12,100000,0,,117521,49000,37,27,0,0,0,TIER 1,0
118850,0,0,,,,,,,,,,,,,,,2,2,0,,0,,,34400,,,0,0,0,TIER 1,0
118851,0,0,,,,,,,,,,,,,,,2,2,0,,0,,,50000,,,0,0,0,TIER 4,0
118852,0,0,,,,,,,,,,,,,,,3,1,2,367000,0,,367000,66900,23,,0,0,0,TIER 3,0
118853,0,2,,,,,,,,,,,,,,,1,1,0,,0,,,26300,,,0,0,0,TIER 2,0
118854,0,0,,,,,,,,,,,,,,,2,2,0,,0,,,34000,,,0,0,0,TIER 2,0
118855,0,0,,,,,,,,,,,,,,,8,8,0,46800,0,74400,,47900,,,0,0,0,TIER 3,0
118856,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,39900,,,0,0,0,TIER 1,0
118857,0,1,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 3,0
118858,0,0,,,,,,,,,,,,,,,2,1,0,,0,,,48900,,,0,0,0,TIER 2,0
118859,0,0,,,,,,,,,,,,,,,4,1,2,,0,,,28900,,30,0,0,0,TIER 4,0
118860,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,29876,,,0,0,0,TIER 3,0
118861,0,2,,,,,,,,,,,,,,,1,1,0,,0,,,24000,,,0,0,0,TIER 2,0
118862,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,29000,,,0,0,0,TIER 3,0
118863,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,35900,,,2,1,0,TIER 4,0
118864,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,26900,,,0,0,0,TIER 4,0
118865,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,44900,,,0,0,0,TIER 2,0
118866,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,33593,,,0,0,0,TIER 3,0
118867,0,4,,,,,,,,,,,,,,,1,1,0,,0,,,31400,,,1,0,0,TIER 3,0
118868,0,2,,,,,,,,,,,,,,,1,1,0,23920,0,23920,,23920,,,0,0,0,TIER 4,0
118869,0,0,,,,,,,,,,,,,,,4,1,0,,0,,,50200,,,0,0,0,TIER 2,0
118870,0,2,,,,,,,,,,,,,,,6,1,5,36000,0,,36000,47900,13,21,0,0,0,TIER 1,0
118871,0,0,,,,,,,,,,,,,,,6,5,1,10751,0,21221,,59069,,14,0,0,0,TIER 3,0
118872,0,2,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 4,0
118873,0,1,,,,,,,,,,,,,,,4,2,2,40000,0,40000,28500,40000,,17,1,1,0,TIER 4,0
118874,0,2,,,,,,,,,,,,,,,1,1,0,,0,,,24000,,,0,0,0,TIER 2,0
118875,1,0,,,,,,,,,,,,,,,1,1,0,,0,,,36900,,,0,0,0,TIER 2,0
118876,0,0,,,,,,,,,,,,,,,38,36,2,20470,0,20470,,40400,,22,1,0,0,TIER 1,0
118877,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,30900,,,0,0,0,TIER 3,0
118878,0,0,,,,,,,,,,,,,,,3,3,0,250000,0,250000,,33132,,,0,0,0,TIER 4,0
118879,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,34900,,,0,0,0,TIER 4,0
118880,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,64900,,,0,0,0,TIER 1,0
118881,0,0,,,,,,,,,,,,,,,2,2,0,,0,,,25900,,,0,0,0,TIER 4,0
118882,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,39900,,,0,0,0,TIER 1,0
118883,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,49100,,,0,0,0,TIER 2,0
118884,0,2,,,,,,,,,,,,,,,1,1,0,,0,,,41900,,,0,0,0,TIER 2,1
118885,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,38803,,,0,0,0,TIER 3,0
118886,0,2,,,,,,,,,,,,,,,2,2,0,100000,0,100000,,42900,,,0,0,0,TIER 3,0
118887,0,1,,,,,,,,,,,,,,,5,4,1,100000,0,,100000,43200,33,,0,0,0,TIER 2,0
118888,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,32900,,,0,0,0,TIER 3,0
118889,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,31725,,,0,0,0,TIER 3,0
118890,0,0,,,,,,,,,,,,,,,6,4,1,,0,,,45000,147,,0,0,0,TIER 2,0
118891,0,2,,,,,,,,,,,,,,,1,1,0,,0,,,48350,,,0,0,0,TIER 4,0
118892,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,45000,,,0,0,0,TIER 4,0
118893,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,35000,,,0,0,0,TIER 4,0
118894,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,44000,,,0,0,0,TIER 4,0
118895,1,0,,,,,,,,,,,,,,,1,1,0,,0,,,33900,,,0,0,0,TIER 4,0
118896,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,42900,,,0,0,0,TIER 4,0
118897,0,0,,,,,,,,,,,,,,,2,2,0,475000,0,475000,,33593,,,2,1,0,TIER 2,0
118898,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,29900,,,3,1,0,TIER 4,1
118899,0,0,,,,,,,,,,,,,,,2,2,0,1000000,0,1000000,,34000,,,0,0,0,TIER 2,0
118900,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,24500,,,0,0,0,TIER 3,0
118901,0,0,,,,,,,,,,,,,,,4,1,2,,0,,,26800,,19,0,0,0,TIER 3,0
118902,0,1,,,,,,,,,,,,,,,7,3,4,90000,0,,90000,52100,14,21,0,0,0,TIER 1,0
118903,0,0,,,,,,,,,,,,,,,3,1,2,,0,,,60000,,158,0,0,0,TIER 1,0
118904,0,0,,,,,,,,,,,,,,,9,8,0,100000,0,199500,,47390,,,0,0,0,TIER 4,0
118905,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 3,0
118906,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,51900,,,0,0,0,TIER 2,0
118907,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,56400,,,0,0,0,TIER 4,0
118908,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 2,0
118909,0,2,,,,,,,,,,,,,,,3,1,2,25990,0,,36980,45900,,6,0,0,0,TIER 2,1
118910,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,28900,,,0,0,0,TIER 4,0
118911,0,0,,,,,,,,,,,,,,,12,3,9,187271,0,,257030,53800,15,163,0,0,0,TIER 4,0
118912,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,37900,,,0,0,0,TIER 3,0
118913,0,0,,,,,,,,,,,,,,,5,3,0,122000,0,,,48900,,,1,1,1,TIER 3,0
118914,0,0,,,,,,,,,,,,,,,7,1,6,173000,0,,233110,42250,14,13,0,0,0,TIER 3,0
118915,0,0,,,,,,,,,,,,,,,4,4,0,987000,0,987000,,42900,,,0,0,0,TIER 3,0
118916,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,31502,,,0,0,0,TIER 4,0
118917,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,31800,,,0,0,0,TIER 2,0
118918,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,46500,,,0,0,0,TIER 3,0
118919,0,0,,,,,,,,,,,,,,,24,4,12,74000,0,,108000,57000,,64,0,0,0,TIER 3,0
118920,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,33800,,,0,0,0,TIER 3,0
118921,0,0,,,,,,,,,,,,,,,3,1,2,200000,0,,216207,42900,51,,0,0,0,TIER 2,0
118922,0,1,,,,,,,,,,,,,,,7,5,0,31500,0,31500,,29800,,,0,0,0,TIER 4,0
118923,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,47765,,,0,0,0,TIER 2,0
118924,0,0,,,,,,,,,,,,,,,2,2,0,,0,,,39900,,,0,0,0,TIER 2,0
118925,0,2,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 2,0
118926,0,0,,,,,,,,,,,,,,,2,2,0,,0,,,35900,,,0,0,0,TIER 1,0
118927,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,45000,,,0,0,0,TIER 2,0
118928,0,2,,,,,,,,,,,,,,,5,2,2,24654,0,,24654,50000,,,4,4,3,TIER 2,0
118929,0,0,,,,,,,,,,,,,,,4,1,3,,0,,,48900,11,23,0,0,0,TIER 2,0
118930,0,0,,,,,,,,,,,,,,,3,3,0,,0,,,50000,,,0,0,0,TIER 2,0
118931,0,1,,,,,,,,,,,,,,,9,8,1,220000,0,220000,,51000,,30,0,0,0,TIER 3,0
118932,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 2,0
118933,0,3,,,,,,,,,,,,,,,1,1,0,,0,,,40000,,,0,0,0,TIER 3,0
118934,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,35900,,,0,0,0,TIER 3,0
118935,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,62600,,,0,0,0,TIER 4,0
118936,0,0,,,,,,,,,,,,,,,10,9,0,25000,0,,,45674,,,8,4,1,TIER 1,0
118937,0,0,,,,,,,,,,,,,,,20,2,17,25000,0,,,43887,25,139,0,0,0,TIER 3,0
118938,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,42000,,,0,0,0,TIER 4,0
118939,0,1,,,,,,,,,,,,,,,2,1,1,,0,,,48900,,37,0,0,0,TIER 4,0
118940,0,0,,,,,,,,,,,,,,,5,5,0,,0,,,54900,,,0,0,0,TIER 4,0
118941,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,47620,,,0,0,0,TIER 4,0
118942,0,0,,,,,,,,,,,,,,,6,3,3,536590,0,536590,64000,52481,33,76,0,0,0,TIER 4,0
118943,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,46900,,,0,0,0,TIER 4,0
118944,0,1,,,,,,,,,,,,,,,6,4,1,422000,0,45900,422000,45900,,,0,0,0,TIER 4,0
118945,0,0,,,,,,,,,,,,,,,11,5,6,1600000,0,2290000,170830,33739,,55,0,0,0,TIER 2,0
118946,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,29700,,,0,0,0,TIER 3,0
118947,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,29900,,,0,0,0,TIER 2,0
118948,0,2,,,,,,,,,,,,,,,1,1,0,,0,,,27600,,,0,0,0,TIER 3,0
118949,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,48780,,,0,0,0,TIER 3,0
118950,0,0,,,,,,,,,,,,,,,3,3,0,,0,,,60467,,,2,1,0,TIER 1,0
118951,0,0,,,,,,,,,,,,,,,12,2,10,33000,0,30500,43000,49900,27,157,0,0,0,TIER 3,0
118952,0,0,,,,,,,,,,,,,,,18,18,0,47200,0,155700,,31907,,,0,0,0,TIER 1,0
118953,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,48200,,,0,0,0,TIER 3,0
118954,0,0,,,,,,,,,,,,,,,5,4,1,110450,0,117505,110450,63131,,,0,0,0,TIER 4,0
118955,0,0,,,,,,,,,,,,,,,2,1,1,,0,,,31700,174,,0,0,0,TIER 3,0
118956,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,30800,,,0,0,0,TIER 2,0
118957,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,43900,,,0,0,0,TIER 4,0
118958,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,19900,,,0,0,0,TIER 4,0
118959,0,0,,,,,,,,,,,,,,,2,1,1,,0,,,32900,,23,0,0,0,TIER 4,0
118960,0,0,,,,,,,,,,,,,,,1,1,0,15900,0,15900,,15900,,,0,0,0,TIER 4,0
118961,0,0,,,,,,,,,,,,,,,5,3,2,50000,0,46000,50000,70900,23,46,2,1,0,TIER 4,0
118962,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,46200,,,0,0,0,TIER 3,0
118963,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,15900,,,0,0,0,TIER 4,0
118964,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,30180,,,0,0,0,TIER 4,0
118965,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,43900,,,6,6,3,TIER 4,1
118966,0,0,,,,,,,,,,,,,,,6,2,3,18990,0,10000,37530,54900,,23,2,1,0,TIER 1,0
118967,0,0,,,,,,,,,,,,,,,7,2,5,110000,0,,137692,60000,16,35,0,0,0,TIER 1,0
118968,0,2,,,,,,,,,,,,,,,6,5,1,2158100,0,2158100,,38350,,28,0,0,0,TIER 4,0
118969,0,0,,,,,,,,,,,,,,,3,3,0,55100,0,55100,,55100,,,1,0,0,TIER 1,0
118970,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,42900,,,0,0,0,TIER 1,0
118971,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,24900,,,3,3,0,TIER 4,0
118972,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,32400,,,0,0,0,TIER 4,0
118973,0,0,,,,,,,,,,,,,,,1,1,0,27900,0,27900,,27900,,,0,0,0,TIER 2,0
118974,0,0,,,,,,,,,,,,,,,3,1,2,,0,,,49900,,28,0,0,0,TIER 1,0
118975,0,2,,,,,,,,,,,,,,,12,12,0,755000,0,1255000,,51000,,,6,6,3,TIER 2,0
118976,0,0,,,,,,,,,,,,,,,12,3,7,,0,,,50000,,45,0,0,0,TIER 3,0
118977,0,0,,,,,,,,,,,,,,,3,3,0,,0,,,40900,,,0,0,0,TIER 3,0
118978,0,0,,,,,,,,,,,,,,,7,4,1,300000,0,300000,,54000,,,1,0,0,TIER 4,0
118979,0,0,,,,,,,,,,,,,,,36,20,0,300000,0,300000,,32000,,,7,3,0,TIER 4,0
118980,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,50000,,,0,0,0,TIER 4,0
118981,0,1,,,,,,,,,,,,,,,7,1,5,,0,,,52991,17,42,0,0,0,TIER 4,0
118982,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,28500,,,0,0,0,TIER 4,0
118983,0,0,,,,,,,,,,,,,,,12,2,2,,0,,,44000,,33,0,0,0,TIER 3,0
118984,0,3,,,,,,,,,,,,,,,11,2,7,300000,0,300000,184785,51000,76,102,9,8,2,TIER 3,0
118985,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,31000,,,0,0,0,TIER 3,0
118986,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,61960,,,0,0,0,TIER 2,0
118987,0,2,,,,,,,,,,,,,,,1,1,0,30200,0,30200,,30200,,,0,0,0,TIER 3,0
118988,0,2,,,,,,,,,,,,,,,1,1,0,,0,,,24842,,,0,0,0,TIER 3,0
118989,0,2,,,,,,,,,,,,,,,1,1,0,,0,,,28000,,,0,0,0,TIER 3,0
118990,0,1,,,,,,,,,,,,,,,3,2,0,100000,0,29300,,49800,,,6,6,3,TIER 4,0
118991,0,3,,,,,,,,,,,,,,,1,1,0,,0,,,49400,,,0,0,0,TIER 4,0
118992,0,2,,,,,,,,,,,,,,,1,1,0,,0,,,33100,,,0,0,0,TIER 3,0
118993,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,47800,,,0,0,0,TIER 4,0
118994,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,25700,,,0,0,0,TIER 2,0
118995,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,33850,,,0,0,0,TIER 3,0
118996,0,0,,,,,,,,,,,,,,,2,1,1,226000,0,,226000,30884,,,0,0,0,TIER 3,0
118997,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,28154,,,0,0,0,TIER 3,0
118998,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,52200,,,0,0,0,TIER 4,0
118999,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,30281,,,0,0,0,TIER 2,0
119000,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,29379,,,0,0,0,TIER 4,0
119001,0,0,,,,,,,,,,,,,,,3,3,0,535000,0,535000,,52222,,,0,0,0,TIER 1,0
119002,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,54900,,,0,0,0,TIER 1,0
119003,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,28400,,,0,0,0,TIER 4,0
119004,0,0,,,,,,,,,,,,,,,5,1,4,19500,0,,19500,32100,,41,0,0,0,TIER 1,0
119005,0,0,,,,,,,,,,,,,,,3,1,2,200000,0,,280083,51800,44,,0,0,0,TIER 1,0
119006,0,2,,,,,,,,,,,,,,,2,2,0,,0,,,35000,,,0,0,0,TIER 3,0
119007,0,0,,,,,,,,,,,,,,,2,1,0,25000,0,,,36900,,,0,0,0,TIER 4,0
119008,0,0,,,,,,,,,,,,,,,14,1,1,14340,0,,14340,49700,,17,0,0,0,TIER 4,0
119009,0,0,,,,,,,,,,,,,,,3,3,0,,0,,,45670,,,0,0,0,TIER 4,0
119010,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,36900,,,0,0,0,TIER 2,0
119011,1,1,,,,,,,,,,,,,,,2,1,0,13700,0,,,40900,,,0,0,0,TIER 2,0
119012,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,50757,,,0,0,0,TIER 2,0
119013,0,0,,,,,,,,,,,,,,,3,1,2,,0,,,48000,,,0,0,0,TIER 2,0
119014,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,44900,,,2,1,0,TIER 3,0
119015,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,31452,,,0,0,0,TIER 2,0
119016,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,32352,,,0,0,0,TIER 2,0
119017,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,33900,,,0,0,0,TIER 4,0
119018,0,0,,,,,,,,,,,,,,,6,4,0,713664,0,713664,,31900,,,0,0,0,TIER 4,0
119019,0,1,,,,,,,,,,,,,,,3,1,0,,0,,,48900,,,0,0,0,TIER 1,0
119020,0,0,,,,,,,,,,,,,,,4,1,3,136549,0,,136549,47900,40,,3,3,0,TIER 1,0
119021,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,44400,,,0,0,0,TIER 2,0
119022,0,0,,,,,,,,,,,,,,,4,1,3,134893,0,,196168,52222,,,0,0,0,TIER 1,0
119023,0,1,,,,,,,,,,,,,,,1,1,0,,0,,,32900,,,0,0,0,TIER 4,0
119024,0,0,,,,,,,,,,,,,,,17,7,10,1400000,0,3469261,,57950,80,114,2,0,0,TIER 1,0
119025,0,1,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 3,0
119026,0,1,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 3,0
119027,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,50440,,,0,0,0,TIER 1,0
119028,0,0,,,,,,,,,,,,,,,1,1,0,,0,,,50440,,,0,0,0,TIER 1,0
119029,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 3,0
119030,0,0,,,,,,,,,,,,,,,12,1,5,,0,,,51424,,45,4,3,2,TIER 1,0
119031,0,1,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 3,0
119032,0,0,,,,,,,,,,,,,,,4,1,3,54479,0,,115436,82350,,,0,0,0,TIER 1,0
119033,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 3,0
119034,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 3,0
119035,0,1,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 3,0
119036,0,0,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 1,0
119037,0,1,,,,,,,,,,,,,,,0,0,0,,0,,,,,,0,0,0,TIER 1,0
